 year |                   primary_situation                    | total_incidents 
 2006 | 143 - Grass fire                                       |             101
 2006 | 652 - Steam/vapor/fog/dust mistaken for smoke          |             100
 2006 | 714 - Central station, malicious false alarm           |              91
 2006 | 741 - Sprinkler activation/no fire-accidental          |              89
 2006 | 553 - Public service                                   |              84
 2006 | 413 - Oil or other combustible liquid spill            |              82
 2006 | 442 - Overheated motor                                 |              79
 2006 | 650 - Steam/gas mistaken for smoke, other              |              78
 2006 | 130 - Mobile property (vehicle) fire, other            |              78
 2006 | 321 - EMS excluding veh. accident w/injuries           |              77
 2006 | 712 - Direct tie to FD, malicious/false alarm          |              63
 2006 | 324 - Motor vehicle accident with no injuries.         |              54
 2006 | 350 - Extrication, rescue, other                       |              50
 2006 | 460 - Accident, potential accident, other              |              50
 2006 | 653 - Barbecue, tar kettle                             |              49
 2006 | 552 - Police matter                                    |              47
 2006 | 251 - Excess heat, scorth burns with no ign.           |              43
 2006 | 621 - Wrong location                                   |              41
 2006 | 142 - Brush, or brush and grass mixture fire           |              39
 2006 | 521 - Water evacuation                                 |              37
 2006 | 462 - Aircraft standby                                 |              37
